"directorio","secuencia_p","orden","clase","mes","estrato1","sex","age","p6050","p6090","p6100","p6210","p6210s1","p6240","p7495","p7500s1a1","p7500s2a1","p7500s3a1","p7505","p7510s1a1","p7510s2a1","p7510s3a1","p7510s5a1","p7510s6a1","p7510s7a1","pet","iof1","iof2","iof3h","iof3i","iof6","ingtotob","ingtot","maxEducLevel","regSalud","wap","ocu","dsi","pea","inac","totalHoursWorked","formal"
4615349,1,2,1,5,3,1,22,3,1,1,5,11,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,833333.333333333,833333.333333333,6,1,1,1,0,1,0,48,1
4615349,1,3,1,5,3,0,20,3,1,1,6,1,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,8e+05,8e+05,7,1,1,1,0,1,0,48,1
4615350,1,1,1,5,3,0,37,1,1,1,6,2,4,1,0,0,5e+05,2,0,0,0,0,0,0,1,0,0,5e+05,0,0,5e+05,5e+05,7,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4615351,1,1,1,5,3,1,34,1,2,1.38606565221552,6,3,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1350000,1350000,7,1.37731148797547,1,1,0,1,0,55,0
4615351,2,1,1,5,3,0,18,1,1,1,6,0,3,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,133333,7,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4615352,1,1,1,5,2,1,60,1,1,3,5,11,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2e+06,2e+06,6,3,1,1,0,1,0,48,0
4615352,1,2,1,5,2,0,53,2,1,3,5,11,4,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,3,1,1,0,1,0,24,0
4615353,1,1,1,5,2,1,52,1,1,1,3,5,1,1,6e+05,0,0,2,0,0,0,0,0,0,1,0,0,0,0,6e+05,1800000,1800000,4,1,1,1,0,1,0,30,1
4615353,1,2,1,5,2,0,53,2,1,1,5,11,1,2,0,0,0,1,0,0,0,0,90000,0,1,0,0,0,0,0,930929.416666667,955929.416666667,6,1,1,1,0,1,0,48,1
4615353,1,3,1,5,2,0,28,3,1,1,6,5,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2900000,2900000,7,1,1,1,0,1,0,48,1
4615354,1,1,1,5,2,1,29,1,1,1,6,4,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,4116666.66666667,4116666.66666667,7,1,1,1,0,1,0,42,1
4615354,1,2,1,5,2,0,31,2,1,1,6,3,3,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,4e+05,4e+05,7,1,1,1,0,1,0,20,1
4615355,1,1,1,5,2,1,30,1,1,1,5,11,1,2,0,0,0,1,0,0,0,0,1e+06,0,1,0,0,0,0,0,1171544.33333333,1171544.33333333,6,1,1,1,0,1,0,72,1
4615355,1,2,1,5,2,0,30,2,1,1,5,11,4,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4615356,1,2,1,5,2,0,48,2,1,1,3,5,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,4e+05,4e+05,4,1,1,1,0,1,0,30,0
4615357,1,1,1,5,3,1,57,1,1,1,4,8,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,8e+05,8e+05,5,1,1,1,0,1,0,8,1
4615357,1,2,1,5,3,0,47,2,1,1,5,11,4,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4615357,1,3,1,5,3,1,23,3,1,1,5,11,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1562500,1562500,6,1,1,1,0,1,0,60,1
4615357,1,4,1,5,3,0,79,5,1,1,3,1,6,1,0,8e+05,0,2,0,0,0,0,0,0,1,0,8e+05,0,0,0,8e+05,8e+05,3,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4615359,1,1,1,5,3,1,60,1,1,1,5,11,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,4250000,4250000,6,1,1,1,0,1,0,48,1
4615359,1,2,1,5,3,0,57,2,1,1,5,11,6,1,1200000,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1200000,1200000,1200000,6,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4615360,1,2,1,5,2,0,37,2,2,1.38606565221552,4,7,6,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1.37731148797547,1,0,0,0,1,47.4026719864587,0.586809333816951
4615361,1,1,1,5,2,0,67,1,1,1,6,3,4,1,0,1598000,0,2,0,0,0,0,0,0,1,0,1598000,0,0,0,1598000,1598000,7,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4615361,1,2,1,5,2,1,26,3,1,3,5,11,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,8e+05,6,3,1,1,0,1,0,60,0
4615362,1,1,1,5,2,0,40,1,1,1,6,2,1,1,0,0,360000,1,0,0,0,0,150000,0,1,0,0,360000,0,0,1985000,1985000,7,1,1,1,0,1,0,105,1
4615362,1,4,1,5,2,0,68,5,1,1,3,5,4,1,4e+05,0,0,2,0,0,0,0,0,0,1,0,0,0,0,4e+05,2400000,3181242,4,1,1,1,0,1,0,12,1
4615363,1,1,1,5,2,1,73,1,1,3,3,5,6,2,0,0,0,1,0,0,1440000,0,0,0,1,0,0,0,120000,0,120000,320000,4,3,1,0,0,0,1,47.4026719864587,0.586809333816951
4615364,1,1,1,5,2,1,35,1,2,1.38606565221552,5,11,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1500000,1500000,6,1.37731148797547,1,1,0,1,0,70,0
4615364,1,2,1,5,2,0,29,2,1,1,6,5,4,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,5e+05,5e+05,7,1,1,1,0,1,0,15,1
4615366,1,1,1,5,3,1,32,1,1,1,5,11,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1200000,1200000,6,1,1,1,0,1,0,58,0
4615366,1,2,1,5,3,0,35,2,1,1,6,2,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2790000,2790000,7,1,1,1,0,1,0,40,1
4615366,1,3,1,5,3,1,19,3,1,1,6,0,3,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4615368,1,1,1,5,2,1,41,1,1,1,5,11,1,2,0,0,0,1,0,0,0,0,1e+06,0,1,0,0,0,0,0,2629000,2629000,6,1,1,1,0,1,0,60,1
4615368,1,2,1,5,2,0,41,2,1,1,4,8,4,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4615368,1,3,1,5,2,1,19,3,1,1,6,1,1,2,0,0,0,1,0,0,0,0,250000,0,1,0,0,0,0,0,930929.416666667,930929.416666667,7,1,1,1,0,1,0,48,1
4615369,1,1,1,5,2,0,55,1,1,1,6,3,4,1,0,920000,0,2,0,0,0,0,0,0,1,0,920000,0,0,0,920000,920000,7,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4615369,1,2,1,5,2,1,19,3,1,1,6,1,3,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4615369,1,3,1,5,2,1,59,5,1,1,6,5,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1620833.33333333,1620833.33333333,7,1,1,1,0,1,0,48,1
4615370,1,1,1,5,2,1,54,1,1,3,3,5,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,8e+05,8e+05,4,3,1,1,0,1,0,48,0
4615371,1,1,1,5,2,0,76,1,1,2,4,6,6,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,781242,5,2,1,0,0,0,1,47.4026719864587,0.586809333816951
4615372,1,2,1,5,1,0,53,2,2,1.38606565221552,4,6,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,150000,150000,5,1.37731148797547,1,1,0,1,0,31,0
4615372,1,3,1,5,1,1,23,3,1,1,6,3,1,2,0,0,0,1,0,0,0,0,0,1600000,1,0,0,0,0,0,1154877.66666667,1154877.66666667,7,1,1,1,0,1,0,50,1
4615372,2,1,1,5,1,1,39,1,1,1,6,2,1,2,0,0,0,1,0,0,0,0,0,1300000,1,0,0,0,0,0,1030000,1030000,7,1,1,1,0,1,0,45,1
4615372,2,2,1,5,1,0,35,2,1,1,5,11,1,2,0,0,0,1,0,0,0,0,93000,0,1,0,0,0,0,0,1160929.41666667,1160929.41666667,6,1,1,1,0,1,0,55,1
4615373,1,1,1,5,2,1,49,1,1,3,3,3,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,5e+05,5e+05,3,3,1,1,0,1,0,48,0
4615373,1,2,1,5,2,0,39,2,1,3,4,8,4,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,3,1,0,0,0,1,47.4026719864587,0.586809333816951
4615373,1,3,1,5,2,0,21,3,1,3,6,3,3,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,3,1,0,0,0,1,47.4026719864587,0.586809333816951
4615374,1,1,1,5,2,0,50,1,1,1,6,5,1,2,0,0,0,1,1200000,0,0,0,0,0,1,0,0,1e+05,0,0,1100000,1100000,7,1,1,1,0,1,0,40,1
4615374,1,2,1,5,2,0,80,5,1,1,3,3,5,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,977000,3,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4615375,1,1,1,5,2,1,56,1,1,1,6,10,6,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,166667,7,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4615376,1,1,1,5,2,1,29,1,1,3,3,5,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1e+06,1e+06,4,3,1,1,0,1,0,48,0
4615376,1,2,1,5,2,0,31,2,1,3,4,7,4,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,3,1,0,0,0,1,47.4026719864587,0.586809333816951
4615377,1,1,1,5,2,1,32,1,1,3,4,9,1,2,0,0,0,1,1e+06,0,0,0,0,0,1,0,0,83333.3333333333,0,0,1033333.33333333,1033333.33333333,5,3,1,1,0,1,0,80,0
4615378,1,1,1,5,2,1,28,1,2,1.38606565221552,6,2,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,4e+05,4e+05,7,1.37731148797547,1,1,0,1,0,48,0
4615378,1,2,1,5,2,1,28,5,1,1,5,11,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,781242,781242,6,1,1,1,0,1,0,48,1
4615379,1,1,1,5,6,0,51,1,1,1,6,4,1,2,0,0,0,1,0,0,0,0,5e+05,2.4e+07,1,0,0,0,0,0,5375000,6991667,7,1,1,1,0,1,0,48,1
4615379,1,2,1,5,6,1,25,3,1,1,6,5,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7437500,7437500,7,1,1,1,0,1,0,50,1
4615380,1,1,1,5,2,1,58,1,2,1.38606565221552,4,8,1,1,1e+06,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1e+06,2e+06,2e+06,5,1.37731148797547,1,1,0,1,0,60,0
4615380,1,2,1,5,2,0,54,2,2,1.38606565221552,4,8,4,1,1200000,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1200000,1200000,1200000,5,1.37731148797547,1,0,0,0,1,47.4026719864587,0.586809333816951
4615380,1,3,1,5,2,1,20,3,2,1.38606565221552,6,2,6,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1.37731148797547,1,1,0,1,0,60,0
4615381,1,1,1,5,2,0,45,1,1,1,5,11,1,2,0,0,0,1,1500000,0,0,0,0,0,1,0,0,125000,0,0,1333211,1333211,6,1,1,1,0,1,0,48,1
4615381,1,2,1,5,2,1,26,3,1,3,5,11,4,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,3,1,0,0,0,1,47.4026719864587,0.586809333816951
4615381,1,4,1,5,2,0,47,5,1,1,6,3,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1178211,1178211,7,1,1,1,0,1,0,48,1
4615381,1,5,1,5,2,1,27,5,1,1,3,5,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1050000,1050000,4,1,1,1,0,1,0,55,1
4615383,1,1,1,5,1,0,29,1,1,1,5,11,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1018333.33333333,1018333.33333333,6,1,1,1,0,1,0,55,1
4615383,1,2,1,5,1,1,39,2,1,1,4,9,1,1,320000,0,0,2,0,0,0,0,0,0,1,0,0,0,0,320000,320000,1520000,5,1,1,1,0,1,0,78,0
4615384,1,1,1,5,2,0,23,1,1,1,5,11,1,2,0,0,0,1,0,0,0,0,0,2500000,1,0,0,0,0,0,928619.666666667,928619.666666667,6,1,1,1,0,1,0,48,1
4615385,1,1,1,5,2,1,71,1,1,3,3,1,6,1,5e+05,0,0,2,0,0,0,0,0,0,1,0,0,0,0,5e+05,5e+05,5e+05,3,3,1,0,0,0,1,47.4026719864587,0.586809333816951
4615386,1,1,1,5,2,1,56,1,1,1,3,5,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1832667,4,1,1,1,0,1,0,40,1
4615386,1,2,1,5,2,0,58,2,1,1,4,7,4,1,0,1200000,0,2,0,0,0,0,0,0,1,0,1200000,0,0,0,1200000,1200000,5,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4615386,1,4,1,5,2,1,25,3,1,1,6,5,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1188211,1188211,7,1,1,1,0,1,0,48,1
4615386,1,6,1,5,2,0,99,5,1,3,3,3,5,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,1,0,0,0,1,47.4026719864587,0.586809333816951
4615387,1,2,1,5,2,1,29,3,1,1,5,11,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,783000,783000,6,1,1,1,0,1,0,48,1
4615387,1,4,1,5,2,0,36,3,1,3,6,2,4,2,0,0,0,1,3e+05,0,0,0,0,0,1,0,0,25000,0,0,25000,25000,7,3,1,0,0,0,1,47.4026719864587,0.586809333816951
4615388,1,1,1,5,2,1,72,1,1,1,3,5,6,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4615388,1,2,1,5,2,0,71,2,1,1,6,5,4,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1100000,7,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4615388,2,1,1,5,2,1,37,1,2,1.38606565221552,4,9,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1e+06,1e+06,5,1.37731148797547,1,1,0,1,0,80,0
4615388,2,2,1,5,2,0,30,2,1,1,6,2,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,869453,869453,7,1,1,1,0,1,0,48,1
4615389,1,1,1,5,1,0,22,1,1,1,5,11,1,2,0,0,0,1,0,0,0,0,0,6e+05,1,0,0,0,0,0,915000,915000,6,1,1,1,0,1,0,55,0
4615390,1,1,1,5,2,0,26,1,1,1,5,11,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1252619.66666667,1252619.66666667,6,1,1,1,0,1,0,48,1
4615391,1,1,1,5,3,1,67,1,1,1,6,8,1,1,1e+06,2600000,0,2,0,0,0,0,0,0,1,0,2600000,0,0,1e+06,7600000,7600000,7,1,1,1,0,1,0,30,1
4615391,1,2,1,5,3,0,58,2,1,1,5,11,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1500000,1500000,6,1,1,1,0,1,0,30,0
4615392,1,1,1,5,3,0,34,1,1,1,6,5,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2446666.66666667,2446666.66666667,7,1,1,1,0,1,0,35,1
4615392,1,2,1,5,3,0,33,9,1,1,6,12,6,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2800000,2800000,7,1,1,1,0,1,0,9,1
4615392,1,3,1,5,3,0,19,9,1,1,6,2,3,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1300000,7,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4615393,1,1,1,5,2,1,51,1,1,1,4,9,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1153333.33333333,1403333.33333333,5,1,1,1,0,1,0,48,1
4615393,1,2,1,5,2,0,50,2,1,1,5,11,1,2,0,0,0,1,0,0,0,0,0,8e+05,1,0,0,0,0,0,930929.416666667,938429.416666667,6,1,1,1,0,1,0,48,1
4615394,1,1,1,5,2,0,23,1,1,3,5,11,4,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,6e+05,6e+05,6,3,1,1,0,1,0,21,0
4615394,1,2,1,5,2,0,19,2,2,1.38606565221552,4,7,4,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1.37731148797547,1,0,0,0,1,47.4026719864587,0.586809333816951
4615394,2,1,1,5,2,0,22,1,2,1.38606565221552,5,11,4,2,0,0,0,1,0,0,0,0,0,8e+06,1,0,0,0,0,0,0,0,6,1.37731148797547,1,0,0,0,1,47.4026719864587,0.586809333816951
4615394,2,2,1,5,2,1,34,2,2,1.38606565221552,3,5,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1e+06,1e+06,4,1.37731148797547,1,1,0,1,0,40,0
4615395,1,2,1,5,2,0,53,2,1,1,5,11,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1150000,6,1,1,1,0,1,0,50,0
4615395,1,3,1,5,2,1,26,3,1,1,6,4,1,2,0,0,0,1,0,0,0,0,130000,0,1,0,0,0,0,0,1496544.33333333,1496544.33333333,7,1,1,1,0,1,0,48,1
4615396,1,1,1,5,1,1,24,1,1,1,5,11,1,2,0,0,0,1,0,0,0,0,250000,0,1,0,0,0,0,0,930929.416666667,930929.416666667,6,1,1,1,0,1,0,48,1
4615397,1,1,1,5,1,1,38,1,1,2,5,11,1,1,330000,0,0,2,0,0,0,0,0,0,1,0,0,0,0,330000,3507472,3507472,6,2,1,1,0,1,0,55,1
4615397,1,2,1,5,1,0,37,2,1,2,4,9,4,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,2,1,0,0,0,1,47.4026719864587,0.586809333816951
4615398,1,1,1,5,2,0,26,1,1,1,6,6,1,2,0,0,0,1,0,0,0,0,0,2e+06,1,0,0,0,0,0,1363211,1363211,7,1,1,1,0,1,0,50,1
4615398,1,2,1,5,2,1,28,2,1,1,5,11,1,2,0,0,0,1,0,0,0,0,0,2500000,1,0,0,0,0,0,2e+06,2e+06,6,1,1,1,0,1,0,50,1
4615399,1,1,1,5,2,0,69,1,1,1,4,6,4,1,0,687492,0,2,0,0,0,0,0,0,1,0,687492,0,0,0,687492,687492,5,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4615399,1,2,1,5,2,0,24,3,1,1,6,5,1,2,0,0,0,1,0,0,0,0,9e+05,0,1,0,0,0,0,0,1575000,1575000,7,1,1,1,0,1,0,48,1
4615400,1,1,1,5,3,0,18,1,1,1,6,2,3,1,0,0,1e+06,2,0,0,0,0,0,0,1,0,0,1e+06,0,0,1e+06,1e+06,7,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4615403,1,1,1,5,3,0,29,1,1,1,6,3,1,1,0,0,3e+05,2,0,0,0,0,0,0,1,0,0,3e+05,0,0,2706666.66666667,2706666.66666667,7,1,1,1,0,1,0,40,1
4615404,1,1,1,5,2,1,52,1,1,1,4,8,1,1,8e+05,0,0,2,0,0,0,0,0,0,1,0,0,0,0,8e+05,1300000,1300000,5,1,1,1,0,1,0,40,0
4615404,1,2,1,5,2,0,50,2,1,1,6,2,4,2,0,0,0,1,8e+05,0,0,0,0,0,1,0,0,66666.6666666667,0,0,66666.6666666667,66666.6666666667,7,1,1,1,0,1,0,40,1
4615405,1,1,1,5,3,1,22,1,2,1.38606565221552,4,9,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1e+06,1e+06,5,1.37731148797547,1,1,0,1,0,78,0
4615406,1,1,1,5,3,1,45,1,1,1,6,5,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,3e+06,3e+06,7,1,1,1,0,1,0,50,1
4615406,1,2,1,5,3,0,22,2,1,1,5,11,4,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4615407,1,1,1,5,1,1,23,1,1,3,4,8,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1200000,1200000,5,3,1,1,0,1,0,60,0
4615407,1,2,1,5,1,0,18,2,1,3,4,8,4,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,3,1,0,0,0,1,47.4026719864587,0.586809333816951
4615408,1,1,1,5,2,0,40,1,1,1,3,5,1,1,0,0,120000,1,0,0,0,0,70000,0,1,0,0,120000,0,0,1080953,1080953,4,1,1,1,0,1,0,48,1
4615408,1,3,1,5,2,0,21,3,1,1,5,11,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,938453,938453,6,1,1,1,0,1,0,48,1
4615408,1,4,1,5,2,1,23,9,1,1,5,11,1,2,0,0,0,1,0,0,0,0,90000,0,1,0,0,0,0,0,1211544.33333333,1211544.33333333,6,1,1,1,0,1,0,48,1
4615409,1,1,1,5,3,1,34,1,1,1,5,11,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,4333333.33333333,4333333.33333333,6,1,1,1,0,1,0,44,1
4615409,1,2,1,5,3,0,32,2,1,1,6,5,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1253476.41666667,1253476.41666667,7,1,1,1,0,1,0,48,1
4615410,1,1,1,5,6,1,49,1,1,1,6,5,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,11500000,7,1,1,1,0,1,0,48,1
4615410,1,2,1,5,6,1,33,9,1,1,6,5,6,1,450000,0,0,1,0,0,0,0,0,4e+06,1,0,0,0,0,450000,450000,450000,7,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4615411,1,1,1,5,6,1,95,1,1,2,6,8,5,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3e+06,7,2,1,0,0,0,1,47.4026719864587,0.586809333816951
4615411,1,2,1,5,6,0,76,2,1,1,5,11,6,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4615412,1,1,1,5,6,0,57,1,1,1,6,5,1,2,0,0,0,1,3e+06,0,0,0,0,0,1,0,0,250000,0,0,1150000,1150000,7,1,1,1,0,1,0,90,0
4615412,1,2,1,5,6,0,31,3,1,1,6,5,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3800000,7,1,1,1,0,1,0,40,1
4615413,1,2,1,5,6,0,52,2,1,1,6,7,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,4e+06,4e+06,7,1,1,1,0,1,0,20,1
4615414,1,1,1,5,3,1,49,1,1,1,6,3,1,2,0,0,0,1,0,0,0,0,0,1e+07,1,0,0,0,0,0,1e+05,1e+05,7,1,1,1,0,1,0,30,0
4615414,1,2,1,5,3,0,33,2,1,1,6,3,1,2,0,0,0,1,0,0,0,0,130000,0,1,0,0,0,0,0,1408333.33333333,1575000.33333333,7,1,1,1,0,1,0,48,1
4615415,1,1,1,5,6,1,67,1,1,1,6,2,6,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1.3e+07,7,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4615415,1,2,1,5,6,0,64,2,1,1,6,5,6,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1.1e+07,7,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4615416,1,1,1,5,6,1,51,1,1,1,6,7,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,5075000,7,1,1,1,0,1,0,60,1
4615416,1,2,1,5,6,0,51,2,1,1,6,5,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,4e+06,4e+06,7,1,1,1,0,1,0,40,1
4615416,1,3,1,5,6,1,19,3,1,1,6,0,3,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4615417,1,1,1,5,3,0,68,1,1,1,3,5,4,1,0,1600000,0,2,0,0,0,0,0,0,1,0,1600000,0,0,0,1600000,1600000,4,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4615417,1,3,1,5,3,0,26,9,1,1,6,2,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1304544.33333333,1304544.33333333,7,1,1,1,0,1,0,48,1
4615418,1,1,1,5,3,0,71,1,1,1,4,9,4,1,0,0,1e+06,2,0,0,0,0,0,0,1,0,0,1e+06,0,0,1e+06,1e+06,5,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4615419,1,1,1,5,3,1,44,1,1,1,6,7,1,1,5e+05,0,0,2,0,0,0,0,0,0,1,0,0,0,0,5e+05,10916666.6666667,10916666.6666667,7,1,1,1,0,1,0,48,1
4615419,1,2,1,5,3,0,39,2,1,1,6,7,1,2,0,0,0,1,0,0,0,0,3e+05,3e+06,1,0,0,0,0,0,5e+06,5e+06,7,1,1,1,0,1,0,35,1
4615420,1,1,1,5,3,0,73,1,1,1,3,2,6,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4615420,1,2,1,5,3,0,47,3,1,1,6,2,1,1,6e+05,0,0,1,7e+05,0,0,0,16000,680000,1,0,0,58333.3333333333,0,6e+05,1608619.66666667,1608619.66666667,7,1,1,1,0,1,0,48,1
4615420,1,3,1,5,3,0,27,4,1,1,6,4,1,2,0,0,0,1,0,0,0,0,0,1500000,1,0,0,0,0,0,1500000,1500000,7,1,1,1,0,1,0,48,1
4615420,1,4,1,5,3,0,22,4,1,1,6,3,3,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4615421,1,1,1,5,6,1,72,1,1,1,6,5,6,1,0,7500000,0,2,0,0,0,0,0,0,1,0,7500000,0,0,0,7500000,7500000,7,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4615421,1,2,1,5,6,0,74,2,1,1,6,4,4,1,0,1700000,0,2,0,0,0,0,0,0,1,0,1700000,0,0,0,1700000,1700000,7,1,1,0,0,0,1,47.4026719864587,0.586809333816951
4615421,1,3,1,5,6,0,29,3,1,1,6,7,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,3150000,3150000,7,1,1,1,0,1,0,48,1
4615422,1,1,1,5,3,1,53,1,1,3,4,7,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,6e+05,6e+05,5,3,1,1,0,1,0,48,0
