"dominio","...1","directorio","secuencia_p","orden","clase","mes","estrato1","sex","age","p6050","p6090","p6210","p6210s1","p6240","oficio","p6426","relab","hoursWorkUsual","p6870","p7040","p7090","p7495","p7500s1a1","p7500s2a1","p7500s3a1","p7505","p7510s1a1","p7510s2a1","p7510s3a1","p7510s5a1","p7510s6a1","p7510s7a1","impa","isa","iof1","iof2","iof3h","iof3i","iof6","ingtotob","ingtot","fex_c","depto","fex_dpto","fweight","college","regSalud","cotPension","totalHoursWorked","formal","cuentaPropia","microEmpresa","y_total_m","y_total_m_ha","ingtot_H"
"BOGOTA",202,4514401,1,1,1,1,"3","1",59,"1","1","6","3","6","84",240,4,30,1,2,2,"2",0,0,0,"2",0,0,0,0,0,0,750000,0,0,0,0,0,0,750000,750000,238.640556816578,11,238.640556816578,239,0,"1",2,30,"0",1,1,750000,5833.33349609375,25000
"BOGOTA",203,4514402,1,2,1,1,"2","1",49,"2","1","5","11","1","81",120,4,70,1,2,2,"2",0,0,0,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,450000,205.425424579072,11,205.425424579072,205,1,"3",2,70,"0",1,1,66666.6640625,222.222213745117,6428.57142857143
"BOGOTA",205,4514402,1,1,1,1,"2","0",53,"1","1","5","11","1","55",24,1,48,9,2,2,"2",0,0,0,"1",0,0,0,0,0,0,849857,0,0,0,0,0,0,849857,849857,205.425424579072,11,205.425424579072,205,1,"1",1,48,"1",0,0,849857,4131.24951171875,17705.3541666667
"BOGOTA",209,4514403,1,1,1,1,"3","0",60,"1","1","3","5","6","54",240,3,45,1,2,2,"2",0,0,0,"2",0,0,0,0,0,0,737717,0,0,0,0,0,0,737717,897717,180.336644155007,11,180.336644155007,180,0,"1",2,45,"0",0,1,737717,3825.19921875,19949.2666666667
"BOGOTA",210,4514404,1,3,1,1,"2","1",27,"3","1","6","2","6","3",36,4,5,1,1,2,"2",0,0,0,"2",0,0,0,0,0,0,120000,0,0,0,0,0,0,120000,120000,250.166944786892,11,250.166944786892,250,0,"3",2,9,"0",1,1,120000,3111.11108398438,13333.3333333333
"BOGOTA",211,4514404,1,2,1,1,"2","0",43,"3","1","6","5","6","13",32,2,30,9,2,2,"2",0,0,0,"1",0,0,0,0,0,0,1602000,0,0,0,0,0,0,1602000,2018667,250.166944786892,11,250.166944786892,250,0,"2",1,30,"1",0,0,1602000,12460,67288.9
"BOGOTA",212,4514404,1,1,1,1,"2","0",62,"1","1","5","11","6","92",240,1,48,4,2,2,"2",0,0,0,"2",0,0,0,0,0,0,780000,0,0,0,0,0,0,780000,780000,250.166944786892,11,250.166944786892,250,1,"3",2,48,"0",0,0,780000,3791.66674804688,16250
"BOGOTA",214,4514405,1,1,1,1,"2","1",47,"1","1","5","11","1","98",48,1,60,4,2,2,"2",0,0,0,"1",0,0,0,0,0,8e+05,3200000,0,0,0,0,0,0,3200000,3200000,254.687742271476,11,254.687742271476,255,1,"1",2,60,"0",0,0,3200000,12444.4443359375,53333.3333333333
"BOGOTA",215,4514406,1,2,1,1,"3","1",18,"3","1","6","2","6","53",0,1,15,3,2,2,"2",0,0,0,"2",0,0,0,0,0,0,3e+05,0,0,0,0,0,0,3e+05,3e+05,228.011704249585,11,228.011704249585,228,0,"1",2,15,"0",0,1,3e+05,4666.66650390625,20000
"BOGOTA",216,4514406,1,1,1,1,"3","0",44,"1","1","6","3","4","37",5,1,10,4,2,2,"1",7e+05,0,150000,"2",0,0,0,0,0,0,7e+05,0,0,0,150000,0,7e+05,1550000,1550000,228.011704249585,11,228.011704249585,228,0,"1",1,10,"1",0,0,7e+05,16333.3330078125,155000
"BOGOTA",220,4514408,1,4,1,1,"3","0",40,"4","1","6","8","1","6",48,1,40,9,2,2,"2",0,0,0,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2350000,205.38980683358,11,205.38980683358,205,0,"1",1,40,"1",0,0,1617550.51747335,8541.87432821602,58750
"BOGOTA",224,4514409,1,1,1,1,"2","0",42,"1","1","5","11","1","57",36,4,40,1,2,2,"2",0,0,0,"1",2e+05,0,0,0,0,0,8e+05,0,0,0,16666.6666666667,0,0,816666.666666667,816666.666666667,207.728564476718,11,207.728564476718,208,1,"1",2,40,"0",1,1,8e+05,4666.66650390625,20416.6666666667
"BOGOTA",225,4514409,1,2,1,1,"2","1",23,"3","2","5","11","1","37",3,1,80,3,2,2,"2",0,0,0,"2",0,0,0,0,0,0,8e+05,0,0,0,0,0,0,8e+05,8e+05,207.728564476718,11,207.728564476718,208,1,NA,2,80,"0",0,1,8e+05,2333.33325195312,10000
"BOGOTA",229,4514410,1,2,1,1,"3","1",38,"2","1","4","8","6","58",42,1,84,9,2,2,"2",0,0,0,"2",0,0,0,0,0,0,3201666.66666667,0,0,0,0,0,0,3201666.66666667,3201666.66666667,352.079215448786,11,352.079215448786,352,0,"1",1,84,"1",0,0,3201666.75,8893.5185546875,38115.0793650794
"BOGOTA",232,4514411,1,3,1,1,"3","1",22,"3","1","5","11","1","38",24,1,48,9,2,2,"2",0,0,0,"2",0,0,0,0,0,0,766883.666666667,0,0,0,0,0,0,766883.666666667,766883.666666667,194.208921972393,11,194.208921972393,194,1,"1",1,48,"1",0,0,766883.6875,3727.90673828125,15976.7430555556
"BOGOTA",233,4514411,1,4,1,1,"3","0",21,"3","1","5","11","1","6",7,1,48,2,2,2,"2",0,0,0,"2",0,0,0,0,0,0,737717,0,0,0,0,0,0,737717,737717,194.208921972393,11,194.208921972393,194,1,"1",1,48,"1",0,1,737717,3586.12426757812,15369.1041666667
"BOGOTA",234,4514411,1,1,1,1,"3","1",47,"1","1","5","11","1","85",48,1,48,6,2,2,"2",0,0,0,"2",0,0,0,0,0,0,766883.666666667,0,0,0,0,0,0,766883.666666667,766883.666666667,194.208921972393,11,194.208921972393,194,1,"1",1,48,"1",0,0,766883.6875,3727.90673828125,15976.7430555556
"BOGOTA",235,4514411,1,2,1,1,"3","0",50,"2","1","5","11","1","55",120,1,48,9,2,2,"2",0,0,0,"1",0,0,0,0,80000,0,798967,0,0,0,0,0,0,798967,798967,194.208921972393,11,194.208921972393,194,1,"1",1,48,"1",0,0,798967.0625,3883.86767578125,16645.1458333333
"BOGOTA",236,4514412,1,1,1,1,"3","1",35,"1","1","6","2","1","3",144,1,50,9,2,1,"2",0,0,0,"1",0,0,0,0,1e+05,0,1541473.33333333,0,0,0,0,0,0,1541473.33333333,1541473.33333333,204.858843475323,11,204.858843475323,205,0,"1",1,50,"1",0,0,1541473.375,7193.54248046875,30829.4666666666
"BOGOTA",240,4514412,1,2,1,1,"3","0",37,"2","1","6","3","6","54",36,1,40,9,2,2,"2",0,0,0,"2",0,0,0,0,0,0,889217,0,0,0,0,0,0,889217,889217,204.858843475323,11,204.858843475323,205,0,"1",1,40,"1",0,0,889217,5187.09912109375,22230.425
"BOGOTA",243,4514413,1,3,1,1,"2","0",24,"4","1","6","5","1","21",12,1,45,9,2,2,"2",0,0,0,"1",0,0,0,0,0,0,1058300,0,0,0,0,0,0,1058300,1058300,134.415579182944,11,134.415579182944,134,0,"1",1,45,"1",0,0,1058300,5487.4814453125,23517.7777777778
"BOGOTA",246,4514413,1,2,1,1,"2","0",47,"3","1","4","6","1","54",96,3,36,1,2,2,"2",0,0,0,"1",0,0,0,0,0,250000,320000,0,0,0,0,0,0,720000,720000,134.415579182944,11,134.415579182944,134,0,"3",2,36,"0",0,1,320000,2074.07397460938,20000
"BOGOTA",250,4514414,1,1,1,1,"2","1",43,"1","1","5","11","1","98",60,4,70,1,2,2,"1",3e+05,0,0,"2",0,0,0,0,0,0,2e+06,0,0,0,0,0,3e+05,2300000,2300000,194.208921972393,11,194.208921972393,194,1,"3",2,70,"0",1,1,2e+06,6666.66650390625,32857.1428571429
"BOGOTA",251,4514415,1,3,1,1,"3","1",19,"9","1","5","11","1","84",14,4,48,4,2,2,"2",0,0,0,"2",0,0,0,0,0,0,1700000,0,0,0,0,0,0,1700000,1700000,228.011704249585,11,228.011704249585,228,1,"1",2,48,"0",1,0,1700000,8263.888671875,35416.6666666667
"BOGOTA",252,4514415,1,2,1,1,"3","1",18,"3","1","6","0","6","70",72,1,48,5,2,2,"2",0,0,0,"1",1900000,0,0,0,0,0,1162306.66666667,0,0,0,158333.333333333,0,0,1320640,1320640,228.011704249585,11,228.011704249585,228,0,"1",1,48,"1",0,0,1162306.625,5650.1015625,27513.3333333333
"BOGOTA",253,4514415,1,1,1,1,"3","0",46,"1","1","5","11","1","54",2,3,40,1,2,2,"2",0,0,0,"2",0,0,0,0,0,0,360000,0,0,0,0,0,0,360000,530000,228.011704249585,11,228.011704249585,228,1,"1",2,40,"0",0,1,360000,2100,13250
"BOGOTA",257,4514416,1,2,1,1,"2","0",57,"2","1","5","10","1","55",36,1,48,9,2,2,"2",0,0,0,"1",0,0,0,0,0,0,780000,0,0,0,0,0,0,780000,838333,210.553591911138,11,210.553591911138,211,1,"1",1,48,"1",0,0,780000,3791.66674804688,17465.2708333333
"BOGOTA",258,4514416,1,3,1,1,"2","1",24,"3","1","5","11","6","58",24,1,16,3,2,1,"2",0,0,0,"2",0,0,0,0,0,0,6e+05,0,0,0,0,0,0,6e+05,6e+05,210.553591911138,11,210.553591911138,211,1,"3",2,16,"0",0,1,6e+05,8750,37500
"BOGOTA",260,4514416,1,6,1,1,"2","1",24,"9","1","4","8","1","58",11,1,48,4,2,2,"2",0,0,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8e+05,210.553591911138,11,210.553591911138,211,0,"1",1,48,"1",0,0,1617550.51747335,8541.87432821602,16666.6666666667
"BOGOTA",261,4514416,1,5,1,1,"2","0",20,"3","1","6","2","1","33",7,1,48,5,2,2,"2",0,0,0,"2",0,0,0,0,0,0,737717,0,0,0,0,0,0,737717,737717,210.553591911138,11,210.553591911138,211,0,"1",1,48,"1",0,0,737717,3586.12426757812,15369.1041666667
"BOGOTA",262,4514417,1,1,1,1,"3","0",42,"1","1","6","8","6","13",10,4,8,9,2,1,"1",2e+05,0,0,"2",0,0,0,0,0,0,0,0,0,0,0,0,2e+05,2e+05,5050000,234.707409371681,11,234.707409371681,235,0,"2",3,8,"1",1,0,1617550.51747335,8541.87432821602,631250
"BOGOTA",265,4514418,1,1,1,1,"2","0",57,"1","1","4","9","1","57",120,4,32,1,2,2,"1",0,820000,0,"2",0,0,0,0,0,0,8e+05,0,0,820000,0,0,0,1620000,1620000,254.386811904384,11,254.386811904384,254,0,"1",3,32,"1",1,1,8e+05,5833.33349609375,50625
"BOGOTA",268,4514419,1,3,1,1,"2","1",42,"3","1","4","7","6","93",18,1,50,2,2,2,"2",0,0,0,"2",0,0,0,0,0,0,737717,0,0,0,0,0,0,737717,737717,238.362792140527,11,238.362792140527,238,0,"3",2,50,"0",0,1,737717,3442.67944335938,14754.34
"BOGOTA",270,4514420,1,2,1,1,"2","1",25,"3","1","5","11","1","37",30,1,48,9,2,2,"2",0,0,0,"1",0,0,0,0,128000,0,1274806.66666667,0,0,0,0,0,0,1274806.66666667,1274806.66666667,258.629844712917,11,258.629844712917,259,1,"1",1,48,"1",0,0,1274806.625,6196.9765625,26558.4722222223
"BOGOTA",272,4514421,1,2,1,1,"3","0",58,"2","1","6","5","6","13",132,2,30,9,2,2,"2",0,0,0,"1",0,0,0,0,3e+05,0,2333333.33333333,0,0,0,0,0,0,2333333.33333333,2333333.33333333,234.119759331995,11,234.119759331995,234,0,"2",1,30,"1",0,0,2333333.25,18148.1484375,77777.7777777777
"BOGOTA",273,4514422,1,1,1,1,"2","1",46,"1","1","5","11","1","39",72,1,50,5,2,2,"2",0,0,0,"1",0,0,0,0,0,0,2600000,0,0,0,0,0,0,2600000,2600000,243.471239664797,11,243.471239664797,243,1,"1",1,50,"1",0,0,2600000,12133.3330078125,52000
"BOGOTA",276,4514423,1,1,1,1,"2","1",54,"1","1","4","7","6","85",240,4,5,1,2,2,"2",0,0,0,"2",0,0,0,0,0,0,5e+05,0,0,0,0,0,0,5e+05,5e+05,209.668457387605,11,209.668457387605,210,0,"3",2,5,"0",1,1,5e+05,23333.333984375,1e+05
"BOGOTA",279,4514423,1,3,1,1,"2","1",25,"3","1","5","11","1","45",1,1,48,9,2,2,"2",0,0,0,"2",0,0,0,0,0,0,950000,0,0,0,0,0,0,950000,950000,209.668457387605,11,209.668457387605,210,1,"1",1,48,"1",0,0,950000,4618.0556640625,19791.6666666667
"BOGOTA",280,4514424,1,1,1,1,"3","0",31,"1","1","6","5","1","6",24,1,48,9,2,2,"2",0,0,0,"1",0,0,0,0,0,0,2166666.66666667,0,0,0,0,0,0,2166666.66666667,2166666.66666667,250.444709462943,11,250.444709462943,250,0,"1",1,48,"1",0,0,2166666.75,10532.408203125,45138.888888889
"BOGOTA",283,4514428,1,2,1,1,"3","0",23,"2","1","6","6","6","2",12,1,45,9,2,2,"2",0,0,0,"2",0,0,0,0,0,0,1599806.66666667,0,0,0,0,0,0,1599806.66666667,1599806.66666667,262.584061093751,11,262.584061093751,263,0,"1",1,45,"1",0,0,1599806.625,8295.2939453125,35551.2592592593
"BOGOTA",284,4514428,1,1,1,1,"3","1",25,"1","1","6","5","2","39",3,1,40,4,2,2,"2",0,0,0,"2",0,0,0,0,0,0,903140,0,0,0,0,0,0,903140,903140,262.584061093751,11,262.584061093751,263,0,"1",1,40,"1",0,0,903140,5268.31689453125,22578.5
"BOGOTA",285,4514429,1,1,1,1,"2","1",26,"1","1","5","11","1","77",24,1,48,3,2,2,"2",0,0,0,"2",0,0,0,0,0,0,1200000,0,0,0,0,0,0,1200000,1200000,352.079215448786,11,352.079215448786,352,1,"3",2,48,"0",0,1,1200000,5833.33349609375,25000
"BOGOTA",289,4514430,1,1,1,1,"3","1",31,"1","1","6","7","1","11",36,5,48,2,2,2,"2",0,0,0,"2",0,0,0,0,0,0,4500000,0,0,0,0,0,0,4500000,4500000,254.687742271476,11,254.687742271476,255,0,"1",1,48,"1",0,1,4500000,21875,93750
"BOGOTA",290,4514430,1,2,1,1,"3","0",35,"2","1","6","5","6","21",84,1,48,8,2,2,"2",0,0,0,"2",0,0,0,0,0,0,4441000,0,0,0,0,0,0,4441000,4441000,254.687742271476,11,254.687742271476,255,0,"1",1,48,"1",0,0,4441000,21588.1953125,92520.8333333333
"BOGOTA",291,4514431,1,1,1,1,"2","1",52,"1","1","4","8","1","58",96,1,48,9,2,2,"2",0,0,0,"1",0,0,0,0,0,0,1166473.33333333,0,0,0,0,0,0,1166473.33333333,1166473.33333333,243.471239664797,11,243.471239664797,243,0,"1",1,48,"1",0,0,1166473.375,5670.3564453125,24301.5277777777
"BOGOTA",293,4514431,1,2,1,1,"2","0",51,"2","1","4","8","1","55",24,1,48,9,2,2,"2",0,0,0,"1",0,0,0,0,0,0,882333.416666667,0,0,0,0,0,0,882333.416666667,882333.416666667,243.471239664797,11,243.471239664797,243,0,"1",1,48,"1",0,0,882333.4375,4289.12109375,18381.9461805556
"BOGOTA",298,4514433,1,2,1,1,"2","0",49,"2","1","5","10","1","79",24,4,48,3,2,1,"2",0,0,0,"2",0,0,0,0,0,0,3e+05,0,0,0,0,0,0,3e+05,3e+05,230.177656890553,11,230.177656890553,230,1,"3",2,48,"0",1,1,3e+05,1458.33337402344,6250
"BOGOTA",299,4514433,1,1,1,1,"2","1",60,"1","1","5","11","1","93",12,1,54,9,2,2,"2",0,0,0,"2",0,0,0,0,0,0,1483140,0,0,0,0,0,0,1483140,1483140,230.177656890553,11,230.177656890553,230,1,"1",1,54,"1",0,0,1483140,6408.62939453125,27465.5555555556
"BOGOTA",300,4514434,1,1,1,1,"3","1",30,"1","1","5","11","1","58",84,1,48,4,2,2,"2",0,0,0,"1",0,0,0,1e+06,0,0,1304806.66666667,0,83333.3333333333,0,0,0,0,1388140,1388140,258.086429300209,11,258.086429300209,258,1,"1",1,48,"1",0,0,1304806.625,6342.81005859375,28919.5833333333
"BOGOTA",301,4514434,1,2,1,1,"3","0",60,"5","1","4","7","6","41",48,4,84,1,2,2,"2",0,0,0,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e+05,258.086429300209,11,258.086429300209,258,0,"3",2,84,"0",1,1,1617550.51747335,8541.87432821602,1190.47619047619
"BOGOTA",302,4514434,2,1,1,1,"3","1",32,"1","2","4","9","1","77",1,1,84,3,2,2,"2",0,0,0,"2",0,0,0,0,0,0,9e+05,0,0,0,0,0,0,9e+05,9e+05,258.086429300209,11,258.086429300209,258,0,NA,2,84,"0",0,1,9e+05,2500,10714.2857142857
"BOGOTA",306,4514434,4,1,1,1,"3","1",27,"1","1","3","3","1","58",1,1,48,4,2,2,"2",0,0,0,"2",0,0,0,0,0,0,1223140,0,0,0,0,0,0,1223140,1223140,258.086429300209,11,258.086429300209,258,0,"1",1,48,"1",0,0,1223140,5945.8193359375,25482.0833333333
"BOGOTA",307,4514435,1,1,1,1,"3","1",52,"1","2","5","11","6","79",360,4,70,2,2,2,"2",0,0,0,"2",0,0,0,0,0,0,6e+05,0,0,0,0,0,0,6e+05,6e+05,194.208921972393,11,194.208921972393,194,1,NA,2,70,"0",1,1,6e+05,2000,8571.42857142857
"BOGOTA",309,4514435,1,2,1,1,"3","0",48,"2","2","5","11","6","79",390,4,70,2,2,2,"2",0,0,0,"2",0,0,0,0,0,0,6e+05,0,0,0,0,0,0,6e+05,6e+05,194.208921972393,11,194.208921972393,194,1,NA,2,70,"0",1,1,6e+05,2000,8571.42857142857
"BOGOTA",310,4514435,1,3,1,1,"3","1",21,"3","1","6","2","1","19",11,1,48,9,2,1,"2",0,0,0,"2",0,0,0,0,0,0,737717,0,0,0,0,0,0,837717,837717,194.208921972393,11,194.208921972393,194,0,"1",1,48,"1",0,0,737717,3586.12426757812,17452.4375
"BOGOTA",311,4514436,1,1,1,1,"2","1",30,"1","1","6","3","1","15",0,1,48,9,2,2,"2",0,0,0,"2",0,0,0,0,0,0,1e+06,0,0,0,0,0,0,1e+06,1e+06,263.1506421975,11,263.1506421975,263,0,"1",1,48,"1",0,0,1e+06,4861.111328125,20833.3333333333
"BOGOTA",313,4514437,1,1,1,1,"2","1",55,"1","1","5","11","1","98",6,4,48,1,2,2,"2",0,0,0,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000,276.670284701826,11,276.670284701826,277,1,"1",2,48,"0",1,1,1617550.51747335,8541.87432821602,31250
"BOGOTA",315,4514438,1,3,1,1,"3","1",27,"3","1","6","5","1","8",48,1,45,9,2,2,"2",0,0,0,"2",0,0,0,0,0,0,3150000,0,0,0,0,0,0,3150000,3150000,238.362792140527,11,238.362792140527,238,0,"1",1,45,"1",0,0,3150000,16333.3330078125,70000
"BOGOTA",316,4514438,1,1,1,1,"3","1",59,"1","1","3","4","1","45",336,1,48,9,2,2,"1",0,0,0,"2",0,0,0,0,0,0,1166473.33333333,0,0,0,0,0,0,1166473.33333333,1426473.33333333,238.362792140527,11,238.362792140527,238,0,"1",1,48,"1",0,0,1166473.375,5670.3564453125,29718.1944444444
"BOGOTA",317,4514438,1,2,1,1,"3","0",57,"2","1","3","5","1","54",12,3,40,1,2,2,"2",0,0,0,"2",0,0,0,0,0,0,1300000,0,0,0,0,0,0,1300000,1300000,238.362792140527,11,238.362792140527,238,0,"1",1,40,"1",0,1,1300000,7583.33349609375,32500
"BOGOTA",318,4514439,1,2,1,1,"3","0",61,"2","1","3","2","1","55",60,4,48,1,2,2,"2",0,0,0,"2",0,0,0,0,0,0,450000,0,0,0,0,0,0,450000,450000,296.659572598165,11,296.659572598165,297,0,"3",2,48,"0",1,1,450000,2187.5,9375
"BOGOTA",319,4514439,1,1,1,1,"3","1",52,"1","1","3","5","1","61",78,4,48,1,2,2,"2",0,0,0,"2",0,0,0,0,0,0,8e+05,0,0,0,0,0,0,8e+05,8e+05,296.659572598165,11,296.659572598165,297,0,"3",2,48,"0",1,1,8e+05,3888.88891601562,16666.6666666667
"BOGOTA",322,4514440,1,1,1,1,"3","1",43,"1","1","5","11","1","84",24,1,65,3,2,2,"2",0,0,0,"2",0,0,0,0,0,0,8e+05,0,0,0,0,0,0,8e+05,8e+05,194.208921972393,11,194.208921972393,194,1,"1",2,65,"0",0,1,8e+05,2871.794921875,12307.6923076923
"BOGOTA",327,4514442,1,1,1,1,"2","1",42,"1","1","6","1","1","58",43,1,48,9,2,2,"2",0,0,0,"1",0,0,0,0,0,0,1403806.66666667,0,0,0,0,0,0,1403806.66666667,1403806.66666667,263.1506421975,11,263.1506421975,263,0,"1",1,48,"1",0,0,1403806.625,6824.06005859375,29245.9722222223
"BOGOTA",331,4514444,1,1,1,1,"3","0",50,"1","1","6","2","4","44",24,4,28,1,2,1,"1",0,0,780000,"2",0,0,0,0,0,0,350000,0,0,0,780000,0,0,1130000,1130000,201.182391770539,11,201.182391770539,201,0,"3",2,28,"0",1,1,350000,2916.66674804688,40357.1428571429
"BOGOTA",334,4514446,1,2,1,1,"4","0",26,"3","1","6","4","1","45",7,1,60,2,2,1,"2",0,0,0,"2",0,0,0,0,0,0,3e+06,0,0,0,0,0,0,3e+06,3e+06,241.981809536919,11,241.981809536919,242,0,"1",2,60,"0",0,1,3e+06,11666.6669921875,50000
"BOGOTA",335,4514446,1,1,1,1,"4","0",48,"1","1","4","9","1","41",7,5,60,2,2,1,"1",1e+06,0,0,"2",0,0,0,0,0,0,4e+06,0,0,0,0,0,1e+06,5e+06,5e+06,241.981809536919,11,241.981809536919,242,0,"1",2,60,"0",0,1,4e+06,15555.5556640625,83333.3333333333
"BOGOTA",336,4514447,1,1,1,1,"3","1",36,"1","1","5","11","6","84",24,4,70,2,2,2,"2",0,0,0,"2",0,0,0,0,0,0,1250000,0,0,0,0,0,0,1250000,1250000,254.687742271476,11,254.687742271476,255,1,"3",2,70,"0",1,1,1250000,4166.66650390625,17857.1428571429
"BOGOTA",339,4514448,1,3,1,1,"2","1",22,"4","1","5","11","1","58",13,1,48,6,2,2,"2",0,0,0,"1",0,0,0,0,0,0,820857,0,0,0,0,0,0,820857,820857,222.903256725315,11,222.903256725315,223,1,"1",1,48,"1",0,0,820857,3990.27709960938,17101.1875
"BOGOTA",344,4514449,1,4,1,1,"3","1",44,"3","1","6","5","6","21",13,1,50,6,2,2,"2",0,0,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1408000,184.880607330631,11,184.880607330631,185,0,"1",1,50,"1",0,0,1617550.51747335,8541.87432821602,28160
"BOGOTA",345,4514449,1,5,1,1,"3","0",41,"3","1","6","5","1","39",120,1,48,9,2,2,"2",0,0,0,"1",0,0,0,0,9e+05,0,3250000,0,0,0,0,0,0,3250000,3250000,184.880607330631,11,184.880607330631,185,0,"1",1,48,"1",0,0,3250000,15798.611328125,67708.3333333333
"BOGOTA",349,4514450,1,1,1,1,"2","1",73,"1","1","3","2","6","45",12,6,60,2,2,2,"2",0,0,0,"1",1100000,0,0,0,0,0,1455598.84618464,0,0,0,91666.6666666667,0,0,91666.6666666667,91666.6666666667,285.729451549023,11,285.729451549023,286,0,"1",2,60,"0",0,1,1617550.51747335,8541.87432821602,1527.77777777778
"BOGOTA",350,4514450,1,3,1,1,"2","0",44,"3","1","5","11","1","90",144,1,48,9,2,2,"2",0,0,0,"1",0,0,0,0,0,0,1254000,0,0,0,0,0,0,1254000,1254000,285.729451549023,11,285.729451549023,286,1,"1",1,48,"1",0,0,1254000,6095.83349609375,26125
"BOGOTA",351,4514450,1,4,1,1,"2","1",21,"4","1","6","2","1","55",12,1,48,9,2,2,"2",0,0,0,"1",0,0,0,0,0,0,1383140,0,0,0,0,0,0,1383140,1383140,285.729451549023,11,285.729451549023,286,0,"1",1,48,"1",0,0,1383140,6723.59716796875,28815.4166666667
"BOGOTA",353,4514450,1,5,1,1,"2","1",19,"4","1","5","11","1","58",11,2,48,9,2,2,"2",0,0,0,"2",0,0,0,0,0,0,5e+05,0,0,0,0,0,0,5e+05,5e+05,285.729451549023,11,285.729451549023,286,1,"2",1,48,"1",0,0,5e+05,2430.5556640625,10416.6666666667
"BOGOTA",354,4514450,1,8,1,1,"2","1",37,"9","1","5","10","6","37",4,4,60,1,2,1,"2",0,0,0,"2",0,0,0,0,0,0,8e+05,0,0,0,0,0,0,8e+05,8e+05,285.729451549023,11,285.729451549023,286,1,"1",2,60,"0",1,1,8e+05,3111.11108398438,13333.3333333333
"BOGOTA",355,4514450,1,7,1,1,"2","0",39,"3","1","6","3","6","79",20,1,48,4,1,2,"2",0,0,0,"1",0,0,0,0,0,0,941333.416666667,50000,0,0,0,0,0,991333.416666667,991333.416666667,285.729451549023,11,285.729451549023,286,0,"1",1,98,"1",0,0,991333.4375,2360.31762695312,10115.6471088435
"BOGOTA",359,4514451,1,3,1,1,"2","1",19,"4","1","5","11","1","58",5,2,70,9,2,2,"2",0,0,0,"2",0,0,0,0,0,0,3e+05,0,0,0,0,0,0,3e+05,3e+05,234.707409371681,11,234.707409371681,235,1,"2",1,70,"1",0,0,3e+05,1000,4285.71428571429
"BOGOTA",360,4514452,1,1,1,1,"4","1",59,"1","1","6","4","6","3",72,1,48,3,2,2,"2",0,0,0,"1",0,0,0,0,6900000,0,7984166.66666667,0,0,0,0,0,0,8272166.66666667,8272166.66666667,199.281751751171,11,199.281751751171,199,0,"1",1,48,"1",0,1,7984166.5,38811.921875,172336.805555556
"BOGOTA",361,4514452,1,2,1,1,"4","0",53,"2","1","6","5","6","51",72,1,48,3,2,2,"2",0,0,0,"1",0,0,0,0,689450,0,972394.166666667,0,0,0,0,0,0,1260394.16666667,1260394.16666667,199.281751751171,11,199.281751751171,199,0,"1",1,48,"1",0,1,972394.1875,4726.916015625,26258.2118055556
"BOGOTA",365,4514453,1,2,1,1,"4","0",51,"3","1","6","13","1","21",9,2,60,9,1,2,"2",0,0,0,"1",0,0,0,0,0,0,1e+07,2e+06,0,0,0,0,0,1.2e+07,1.2e+07,250.166944786892,11,250.166944786892,250,0,"1",1,63,"1",0,0,1.2e+07,44444.4453125,190476.19047619
"BOGOTA",367,4514453,1,3,1,1,"4","1",50,"3","1","6","5","1","45",10,4,60,1,2,2,"2",0,0,0,"2",0,0,0,0,0,0,2500000,0,0,0,0,0,0,2500000,2500000,250.166944786892,11,250.166944786892,250,0,"1",2,60,"0",1,1,2500000,9722.22265625,41666.6666666667
"BOGOTA",368,4514454,1,3,1,1,"4","1",31,"3","1","6","5","6","2",60,1,48,3,2,2,"2",0,0,0,"2",0,0,0,0,0,0,2683333.33333333,0,0,0,0,0,0,2683333.33333333,2683333.33333333,218.683389607824,11,218.683389607824,219,0,"1",1,48,"1",0,1,2683333.25,13043.9814453125,55902.7777777777
"BOGOTA",369,4514454,1,2,1,1,"4","0",56,"2","1","6","3","1","51",360,5,30,4,2,2,"2",0,0,0,"2",0,0,0,0,0,0,3e+06,0,0,0,0,0,0,3e+06,3e+06,218.683389607824,11,218.683389607824,219,0,"1",2,30,"0",0,0,3e+06,23333.333984375,1e+05
"BOGOTA",371,4514454,1,1,1,1,"4","1",58,"1","1","6","3","1","42",360,5,40,4,2,2,"2",0,0,0,"2",0,0,0,0,0,0,3e+06,0,0,0,0,0,0,3e+06,3e+06,218.683389607824,11,218.683389607824,219,0,"1",2,40,"0",0,0,3e+06,17500,75000
"BOGOTA",372,4514454,1,4,1,1,"4","0",28,"3","1","6","5","1","39",1,1,36,9,2,2,"2",0,0,0,"1",0,0,0,0,0,2583000,1623333.33333333,0,0,0,0,0,0,1623333.33333333,1623333.33333333,218.683389607824,11,218.683389607824,219,0,"1",1,36,"1",0,0,1623333.375,10521.60546875,45092.5925925925
